Provider,Region,Payment Status,Payment Channel,Provider Message,Payment Date,,,,,,,,,,,,,,
tembo_plus,Tanzania,failed,mobile_money,,2025-11-20T23:56:39Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T23:56:21Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T23:55:48Z,,,,,,,,,,,,,,
hubtel,Ghana,failed,mobile_money,Please enter the one time password sent to your phone,2025-11-20T23:33:24Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T23:33:11Z,,,,,,,,,,,,,,
hubtel,Ghana,failed,mobile_money,MTN Exception: Account Validation Failed => INTERNAL_ERROR,2025-11-20T23:28:45Z,,,,,,,,,,,,,,
hubtel,Ghana,failed,mobile_money,MTN Exception: Account Validation Failed => INTERNAL_ERROR,2025-11-20T23:26:19Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T23:26:08Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T23:23:44Z,,,,,,,,,,,,,,
spotflow_accounts,Ghana,failed,bank_transfer,"Unable to process transaction at this time""",Audiomack Inc.,50000,USD,1499.85,spotflow_accounts,Nigeria,codedjjj96@gmail.com,abandoned,1420419977,bank_transfer,LIVE,Payment abandoned after being pending for more than 1 hours,,,2025-11-20T23:22:35Z
spotflow_accounts,Nigeria,successful,bank_transfer,successful,2025-11-20T23:16:35Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T23:15:15Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T23:14:38Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T23:12:28Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T23:11:45Z,,,,,,,,,,,,,,
hubtel,Ghana,failed,mobile_money,Transaction Failed,2025-11-20T23:11:06Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T23:09:38Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,successful,bank_transfer,successful,2025-11-20T23:04:28Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T22:57:16Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T22:52:27Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T22:51:56Z,,,,,,,,,,,,,,
paystack,Nigeria,failed,card,,2025-11-20T22:51:09Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T22:51:05Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T22:49:34Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T22:49:05Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,successful,bank_transfer,successful,2025-11-20T22:44:46Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T22:43:50Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T22:43:26Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T22:42:22Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T22:39:57Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T22:39:38Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T22:35:17Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T22:31:43Z,,,,,,,,,,,,,,
hubtel,Ghana,failed,mobile_money,Transaction Failed,2025-11-20T22:21:30Z,,,,,,,,,,,,,,
hubtel,Ghana,failed,mobile_money,Please enter the one time password sent to your phone,2025-11-20T22:20:18Z,,,,,,,,,,,,,,
hubtel,Ghana,failed,mobile_money,Please enter the one time password sent to your phone,2025-11-20T22:18:55Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T22:13:42Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,successful,bank_transfer,successful,2025-11-20T22:08:11Z,,,,,,,,,,,,,,
paystack,Nigeria,successful,card,,2025-11-20T22:03:46Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T21:51:52Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T21:44:58Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T21:39:46Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,successful,bank_transfer,successful,2025-11-20T21:35:26Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T21:25:31Z,,,,,,,,,,,,,,
paystack,Nigeria,cancelled,card,,2025-11-20T21:25:07Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T21:12:35Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T20:56:25Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T20:54:45Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T20:54:37Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T20:54:37Z,,,,,,,,,,,,,,
paystack,Nigeria,successful,card,,2025-11-20T20:53:37Z,,,,,,,,,,,,,,
hubtel,Ghana,failed,mobile_money,MTN Exception: Account Holder with FRI Not Found,2025-11-20T20:51:22Z,,,,,,,,,,,,,,
spotflow_accounts,Ghana,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T20:50:05Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,successful,bank_transfer,successful,2025-11-20T20:49:41Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T20:48:29Z,,,,,,,,,,,,,,
paystack,Nigeria,successful,card,,2025-11-20T20:45:19Z,,,,,,,,,,,,,,
hubtel,Ghana,failed,mobile_money,Please enter the one time password sent to your phone,2025-11-20T20:44:43Z,,,,,,,,,,,,,,
hubtel,Ghana,successful,mobile_money,success,2025-11-20T20:44:04Z,,,,,,,,,,,,,,
paystack,Nigeria,failed,card,Kindly enter the OTP sent to your email: RAB***@GMAIL.COM,2025-11-20T20:43:37Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T20:42:34Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T20:41:12Z,,,,,,,,,,,,,,
paystack,Nigeria,failed,card,Kindly enter the OTP sent to your email: RAB***@GMAIL.COM,2025-11-20T20:41:11Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T20:37:08Z,,,,,,,,,,,,,,
spotflow_accounts,Nigeria,abandoned,bank_transfer,Payment abandoned after being pending for more than 1 hours,2025-11-20T20:34:06Z,,,,,,,,,,,,,,
